date,prcp,tmin,tmax,elev
2000/1/1,16.943891525268555,271.19061279296875,276.7056579589844,1126.4
2000/1/2,10.4701509475708,269.88116455078125,275.12469482421875,1126.4
2000/1/3,2.213623285293579,271.73101806640625,277.9258117675781,1126.4
2000/1/4,31.28046226501465,272.2809753417969,279.11480712890625,1126.4
2000/1/5,0.8913902640342712,268.2610778808594,276.98492431640625,1126.4
2000/1/6,2.4030442237854004,267.78131103515625,278.1152038574219,1126.4
2000/1/7,7.413415431976318,272.7809143066406,279.1256103515625,1126.4
2000/1/8,13.084903717041016,271.80120849609375,277.5554504394531,1126.4
2000/1/9,23.46963119506836,271.80120849609375,277.00531005859375,1126.4
2000/1/10,63.838592529296875,270.8810729980469,277.78558349609375,1126.4
2000/1/11,27.95259666442871,269.0514221191406,276.5054931640625,1126.4
2000/1/12,20.962589263916016,267.861083984375,274.8046875,1126.4
2000/1/13,40.25010681152344,272.12139892578125,276.6157531738281,1126.4
2000/1/14,62.72434997558594,272.6713562011719,277.8946533203125,1126.4
2000/1/15,22.017404556274414,270.5108947753906,276.6948547363281,1126.4
2000/1/16,18.566970825195312,272.4405212402344,277.9953308105469,1126.4
2000/1/17,0.0,268.9514465332031,278.5958251953125,1126.4
2000/1/18,0.0,269.7907409667969,280.7149353027344,1126.4
2000/1/19,4.31582498550415,273.3915100097656,279.07525634765625,1126.4
2000/1/20,16.721044540405273,273.01068115234375,280.3349914550781,1126.4
2000/1/21,1.938776969909668,273.14154052734375,279.4048767089844,1126.4
2000/1/22,1.8459235429763794,271.0810546875,278.31536865234375,1126.4
2000/1/23,7.899967670440674,270.440673828125,279.635009765625,1126.4
2000/1/24,13.356035232543945,274.1010437011719,281.0253601074219,1126.4
2000/1/25,4.980655670166016,273.5308532714844,279.6853332519531,1126.4
2000/1/26,2.8784537315368652,270.6406555175781,277.7747802734375,1126.4
2000/1/27,0.0,267.84088134765625,280.1755676269531,1126.4
2000/1/28,0.0,269.93115234375,282.12567138671875,1126.4
2000/1/29,0.0,269.8705139160156,282.8747863769531,1126.4
2000/1/30,0.30084237456321716,272.1607666015625,282.0154113769531,1126.4
2000/1/31,17.40444564819336,270.8023681640625,278.7156982421875,1126.4
2000/2/1,25.81325340270996,275.1520080566406,281.4652404785156,1126.4
2000/2/2,12.917767524719238,274.7616271972656,281.3753662109375,1126.4
2000/2/3,5.470921516418457,275.32220458984375,285.9647521972656,1126.4
2000/2/4,5.054938316345215,273.3819274902344,281.81524658203125,1126.4
2000/2/5,4.572100639343262,274.52227783203125,282.79449462890625,1126.4
2000/2/6,0.4716927111148834,274.7222595214844,284.3346862792969,1126.4
2000/2/7,0.0,277.39227294921875,285.0154724121094,1126.4
2000/2/8,8.947354316711426,275.1020202636719,281.20513916015625,1126.4
2000/2/9,0.5608320236206055,270.91192626953125,280.91510009765625,1126.4
2000/2/10,3.7921316623687744,272.36181640625,282.0154113769531,1126.4
2000/2/11,8.917641639709473,272.9915466308594,279.3653259277344,1126.4
2000/2/12,9.541616439819336,270.6417236328125,276.7356262207031,1126.4
2000/2/13,12.657777786254883,270.98211669921875,278.2254638671875,1126.4
2000/2/14,30.730770111083984,273.11175537109375,279.8255920410156,1126.4
2000/2/15,3.7067065238952637,272.1820373535156,279.144775390625,1126.4
2000/2/16,0.0,271.8118591308594,281.6846008300781,1126.4
2000/2/17,0.0,271.65228271484375,281.79486083984375,1126.4
2000/2/18,0.0,269.841796875,281.725341796875,1126.4
2000/2/19,0.0,271.20233154296875,285.3055419921875,1126.4
2000/2/20,1.5376501083374023,274.122314453125,283.7245788574219,1126.4
2000/2/21,3.1384434700012207,275.2913513183594,281.6546325683594,1126.4
2000/2/22,19.863204956054688,273.94146728515625,280.7245178222656,1126.4
2000/2/23,3.145871639251709,269.8013610839844,277.2546081542969,1126.4
2000/2/24,0.0,269.4322509765625,277.37567138671875,1126.4
2000/2/25,18.221555709838867,270.3821716308594,279.2154846191406,1126.4
2000/2/26,30.968475341796875,274.0223083496094,281.30462646484375,1126.4
2000/2/27,8.769075393676758,273.6415100097656,281.42449951171875,1126.4
2000/2/28,3.5878541469573975,272.9819641113281,279.99456787109375,1126.4
2000/2/29,8.917641639709473,270.976806640625,279.1256103515625,1126.4
2000/3/1,0.6722561120986938,268.2068176269531,281.34539794921875,1126.4
2000/3/2,10.332727432250977,272.84686279296875,280.9953918457031,1126.4
2000/3/3,1.1216667890548706,270.0875244140625,285.8053283691406,1126.4
2000/3/4,12.76920223236084,271.3970031738281,280.03533935546875,1126.4
2000/3/5,1.0250991582870483,268.337646484375,279.925048828125,1126.4
2000/3/6,0.2711292803287506,269.4769287109375,280.2654724121094,1126.4
2000/3/7,2.436471462249756,269.2769470214844,282.7453308105469,1126.4
2000/3/8,6.198892593383789,272.36712646484375,282.61468505859375,1126.4
2000/3/9,4.037264823913574,272.007568359375,280.97503662109375,1126.4
2000/3/10,17.382160186767578,270.4768371582031,282.4948425292969,1126.4
2000/3/11,1.5859339237213135,269.826904296875,280.454833984375,1126.4
2000/3/12,0.0,270.0768737792969,283.10491943359375,1126.4
2000/3/13,19.231801986694336,272.8075256347656,283.90557861328125,1126.4
2000/3/14,3.6769933700561523,270.21728515625,282.545166015625,1126.4
2000/3/15,0.2711292803287506,269.9673156738281,284.6546936035156,1126.4
2000/3/16,29.308256149291992,270.7268371582031,280.97503662109375,1126.4
2000/3/17,0.31569892168045044,269.87689208984375,280.3745422363281,1126.4
2000/3/18,28.855131149291992,272.5766906738281,281.884765625,1126.4
2000/3/19,14.210287094116211,269.0673828125,277.6849060058594,1126.4
2000/3/20,2.0353446006774902,268.40679931640625,282.0645446777344,1126.4
2000/3/21,0.0,271.6767578125,289.0846862792969,1126.4
2000/3/22,17.53815460205078,273.9872131347656,284.0853576660156,1126.4
2000/3/23,2.8450264930725098,270.2470703125,281.4256896972656,1126.4
2000/3/24,0.0,270.1173095703125,286.54486083984375,1126.4
2000/3/25,0.0,271.0768127441406,284.2447814941406,1126.4
2000/3/26,1.117952585220337,271.3374328613281,288.0550842285156,1126.4
2000/3/27,10.871277809143066,270.92681884765625,281.5347595214844,1126.4
2000/3/28,2.07248592376709,269.71734619140625,279.9346618652344,1126.4
2000/3/29,0.0,268.8971862792969,283.1348876953125,1126.4
2000/3/30,0.0,270.6374816894531,286.50531005859375,1126.4
2000/3/31,0.0,272.88409423828125,290.8370361328125,1126.4
2000/4/1,0.0,276.2540588378906,293.927001953125,1126.4
2000/4/2,0.0,276.5646667480469,294.3776550292969,1126.4
2000/4/3,0.0,279.4346618652344,296.2666320800781,1126.4
2000/4/4,0.4828351140022278,276.3540344238281,288.5872802734375,1126.4
2000/4/5,0.0,272.00439453125,286.15771484375,1126.4
2000/4/6,0.0,272.2245788574219,282.8675842285156,1126.4
2000/4/7,0.0,271.5246276855469,292.5677795410156,1126.4
2000/4/8,0.2934141159057617,277.2550354003906,291.50701904296875,1126.4
2000/4/9,0.6611137390136719,275.8243103027344,288.7167053222656,1126.4
2000/4/10,0.0,273.7840270996094,292.46710205078125,1126.4
2000/4/11,0.0,277.7145690917969,296.547119140625,1126.4
2000/4/12,21.441713333129883,280.0750427246094,293.1371154785156,1126.4
